id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade
0.0,0.6629080118694362,0.6805225653206651,0.29242500621180234,0.29243377498967366,0.0,0.46987951807228917,0.3145539906103286,0.3005464480874317,0.6163448016986851,0.3846153846153846,0.9719387755102038,1,0,0.4,0.34386386019034065,0.6451250638080653,0.609178813681628,0.6582793902693673,0.4349680170575693,0.5003770332866531,0.9793968692449355,0.10732392225089711,0.4050519760878735,1.0,0.6631507149643127,0.6177847113884556,0.6181927503865315,0.3298710001675323,0.0,1.0,0.42857142857142855
0.002577319587629745,0.9329376854599406,0.9513064133016628,0.08101399314888168,0.08103067183119513,0.0,0.6996876394466756,0.8169014084507042,0.6939890710382514,0.7200363043514799,0.1692307692307693,0.9846938775510208,0,1,0.30000000000000004,0.5798782312981323,0.09892802450229708,0.6640207822196565,0.4173105032365839,0.44776119402985076,0.1553377141010449,0.6223526703499079,0.45722699272281264,0.20091510732735557,1.0,0.7051959757374973,0.623439937597504,0.7015547156845904,0.7165354330708662,0.0,1.0,0.17261904761904762
0.005154639175257714,0.9596439169139466,0.9619952494061758,0.5147754535232578,0.5147735847101269,0.0,0.038821954484605084,0.05633802816901409,0.06557377049180327,0.04232146158629847,0.0,0.897959183673469,1,0,0.6,0.3930441992643655,0.0369576314446146,0.4590850050512339,0.8393192733347254,0.10874200426439234,0.7691479047721641,1.0,0.6948614202601991,0.7318321423585096,1.0,0.4015492923436701,0.3609594383775352,0.34912386187940214,0.03937007874015752,0.0,0.1566401816118048,0.4583333333333333
0.007731958762887459,0.7816023738872403,0.7814726840855107,0.5321877462051254,0.532186596143777,0.0,0.033913431503792946,0.046948356807511735,0.08196721311475409,0.05115664095108437,0.4923076923076921,0.11734693877551017,0,1,0.0,0.43482274033658375,0.042266462480857574,0.3522874873719151,0.41271664230528293,0.0788912579957356,0.5511149412905312,1.0,0.45722699272281264,0.4050519760878735,1.0,0.3875910452851331,0.265259360374415,0.38786291015289465,0.7239068520690233,0.0,0.11407491486946653,0.6547619047619048
0.010309278350515427,0.229080118694362,0.2292161520190024,0.31963060317526115,0.3196279881384947,0.0,0.02186523873270861,0.03755868544600939,0.04371584699453552,0.03106599212285213,0.5076923076923079,0.8112244897959182,1,0,0.30000000000000004,0.6082401276686386,0.4853496681980602,0.335113291961322,0.8840050114846525,0.07249466950959488,0.7845524076268449,1.0,0.45722699272281264,0.4658576421282187,1.0,0.3426469513531948,0.29353549141965685,0.28053599037965987,0.5260512648684872,0.0,0.06617480136208856,0.5952380952380952
0.012886597938145172,0.13471810089020772,0.1472684085510689,0.3909322243631453,0.39093001484908846,0.0,0.05533244087460955,0.23004694835680753,0.1912568306010929,0.08796521953487851,0.7384615384615383,0.15816326530612246,1,0,0.4,0.7803355673404607,0.33884635017866255,0.787270890460384,0.351952390895803,0.420042643923241,0.5352795432511042,0.20073664825046036,0.45722699272281264,0.4050519760878735,0.0,0.438332805534579,0.5662051482059283,0.31798660024050857,0.5260512648684872,0.0,0.46413166855845633,0.6666666666666666
0.015463917525773141,0.9952522255192878,0.997624703087886,0.5125458667888547,0.5125437539818405,0.0,0.035252119589468986,0.05633802816901409,0.06010928961748634,0.024998459306071454,0.41538461538461546,0.9846938775510208,1,0,0.30000000000000004,0.3152325886491022,0.004798366513527309,0.47178525039688274,0.9130298600960535,0.10660980810234544,0.7691479047721641,1.0,0.45722699272281264,0.3819434535938269,1.0,0.391586075856861,0.3609594383775352,0.3342209242398213,0.5260512648684872,0.0,0.14097616345062428,0.08333333333333333
0.018041237113402886,0.5667655786350149,0.5653206650831354,0.30873015461774406,0.3087263193062332,0.0,0.006693440428380187,0.018779342723004695,0.01639344262295082,0.011182636659551461,0.753846153846154,0.13775510204081653,0,1,0.09999999999999998,0.3617015893393378,0.6005104645227156,0.1306104777024102,0.7911881394863229,0.04690831556503199,0.8204244317569752,1.0,0.45722699272281264,0.5444091601742326,0.0,0.22642566563542907,0.19403276131045244,0.12931626868235696,0.5260512648684872,0.0,0.014982973893303081,0.7142857142857142
0.020618556701030855,0.02433234421364985,0.10391923990498812,0.04706707932280374,0.047074917081485416,0.0,0.07407407407407407,0.9765258215962441,0.6284153005464481,0.09852597609963527,0.40000000000000013,0.13775510204081653,0,1,0.0,0.4065259249956048,0.06156202143950995,0.500793765334103,0.32355397786594287,0.1705756929637527,0.6511903479478617,0.345073664825046,0.6786679227756732,0.23775911132894403,0.0,0.8096514092226742,0.9025448517940718,0.6004123002920461,0.5260512648684872,0.0,1.0,0.25
0.0231958762886606,0.9988130563798219,0.9988123515439431,0.32302137131427916,0.32302121953999896,0.0,0.0428380187416332,0.046948356807511735,0.09836065573770492,0.030544957448834956,0.41538461538461546,0.9846938775510208,1,0,0.30000000000000004,0.40998116721592925,0.0024502297090352215,0.29398181555780056,0.3405721444978075,0.05543710021321963,0.5511149412905312,1.0,0.6885890258118877,0.2758398465485138,1.0,0.411731748313074,0.265259360374415,0.4199020786806391,0.8396716367900823,0.0,0.1424517593643587,0.23809523809523808
