falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
0.0026972800027511685,0.000772301786557107,0.003958301190318498,0.00016097661685257156,0.001279757265498383,0.6757580444784709,0.3719903711648215
0.000862486269466679,0.0035858991462430333,0.016396671269658256,0.00016556488208186799,0.002038231734878171,0.019182341595744945,0.7409112399213491
0.06605444657922604,0.002437558369361107,0.0029619292491935584,0.0006874354088619596,0.0005051614460202264,0.5405814993520488,0.40644516193087815
0.006857879252069088,0.0005258241591384894,0.003922014814872765,0.00017902915776913728,0.07971170809137587,0.7682380190566519,0.26263336525116626
0.011703403270599091,0.0006784233187044355,0.002544146686193693,0.0009276983775869981,0.00018602866372788326,0.4301268212636874,0.2688913179458885
0.0002381413632983433,0.2155505199092513,0.0008459481474365559,0.0011436223091739121,0.00019839829272086658,0.6893808055149617,0.06260056310159225
0.023063627386124722,0.0013269454823433434,0.002855827259991323,0.0006699033401397384,0.00046151578431055293,0.41101135372644604,0.5889786676158287
0.0015383320125141652,0.0005213839775883063,0.021155655295729197,0.9364933833181244,0.005581949679796295,0.232378549468499,0.04414346875196644
0.0005589702610120944,0.0015456530868562257,0.752017472867351,0.00019425325733058175,0.00042486887928108106,0.007983532663673276,0.28237825774263625
0.27472014822573987,0.0009902041287694803,0.0006373681207012059,0.00022678715004832803,0.0021259848528622865,0.13384303083639884,0.36303772715389754
0.0933771634921536,0.0004256353943082358,0.007665869913373805,0.0002096116687024795,0.0010259237888209048,0.10445857358053702,0.587332657531895
0.0004975719345444143,0.0006200993197546322,0.9724097516369853,9.484626288161934e-05,0.00024106231021291504,0.0009692079820144603,0.053000866026397
0.001194674980329389,0.00033179688587646857,0.25503521954091374,0.0003355447826128482,0.0020302163365283564,0.10426804443227686,0.892364302228435
0.00033367643406668416,0.0003809463615197747,0.9733559765631924,9.026135987664743e-05,0.00022563140717008994,0.008352490601990207,0.03275930904237592
0.0002305612955636392,0.002810040392382898,0.9249533585426292,8.67039963453358e-05,0.000299269777471385,0.008400276192043633,0.024474828832930492
0.012551956073335271,0.002514221021635831,0.001020647146570073,0.0009484523163694401,0.053234789994349996,0.4745142392425544,0.12958559561128655
0.3681484841640825,0.00023573433015677982,0.00023138540343077638,9.850501687699433e-05,0.0016446535555230198,0.4104618013214587,0.14270903525129508
0.0008141505375042068,0.0006184137987537201,0.004401947596846629,0.001404429094795437,0.055448052417489485,0.2545489816343823,0.2828011420606696
0.0006249957852918023,0.0018332877010075915,0.4661194531706922,0.00013029928520565676,0.000245499936561935,0.00974997496647554,0.3344089625859442
0.012562040806742912,0.003952249369100318,0.0017803494336427934,0.00035396759414935505,0.0005345322987147666,0.8847045577444094,0.15593035816245301
0.0005824769324531149,0.004255386714063828,0.21720381459502383,0.00020671659879467226,0.00016306315616937568,0.4177252142110592,0.30207916420899283
0.001496647499061751,0.8527243213796628,0.0002947466483683291,7.481276522644471e-05,0.0027396633216391557,0.05844208239386001,0.16617013384456739
0.022366373674997924,0.3919263575654941,0.0018077703774001664,7.444517097930512e-05,0.006795238913197186,0.04926162812725017,0.19823241356925483
0.11370615876454071,0.004501755274412039,0.04646973415729975,0.00010915410203947331,0.005148048676643738,0.13430784564636966,0.07948233854725176
0.4004308508583756,0.0010218111845347129,0.0029847920303509657,0.0007261942025920565,0.00040850232849168523,0.49452909983139465,0.34692709238344765
0.00046081437346428726,0.0003604192932824239,0.9590073125389423,7.556779930244155e-05,0.0002324447449653191,0.0014240712813255165,0.08014000562341696
0.010390264853340521,0.0014041056706223598,0.0021977191687807198,0.00098071893669008,0.00043333566329950866,0.7714726936638191,0.356305792349182
0.0035879654935061004,0.05545808770844153,0.00041721928851223844,9.228248492704533e-05,0.0017323763918786262,0.5734473221768214,0.0689563294283118
0.8211556787349035,0.000513076737127224,0.00047465315910261006,0.0001163986864851548,0.009388052596207178,0.053753184595474075,0.24661503266279636
0.00042168808391391193,0.003183590379343577,0.051076433835929504,0.0002354461696330074,0.0012439210156842799,0.024532399917761582,0.11589342510627469
0.0011669704822119902,0.001193176299328295,0.0015165144424974968,0.00027159071229218,0.000680643096371726,0.10215017592222965,0.3908132396229312
0.0006806983320784809,0.00046085846396839926,0.9593451022139179,7.172951516452722e-05,0.00018328461246250725,0.005592297258669897,0.010272830996745114
0.05070273752533046,0.0026523969842088178,0.006281407964962181,0.00031296852842621934,0.00033362731466285846,0.5220115060782916,0.25738366353634023
0.0001350237556310689,0.010825628063532327,0.000649463960065069,7.119782495253855e-05,0.0029795133293223108,0.8502403938194377,0.31789833757699926
0.00013200479206923953,0.05655831939330807,0.000392159980581774,0.002068919722109414,0.0005543984991765653,0.5437005195154105,0.6365811163161742
0.10068586228638113,0.00044364217079423786,0.0015173314391991198,0.00020313691810965048,0.0003729570082283065,0.5872959895302625,0.4478657351929205
0.10543212068563959,0.7998555556023578,0.00037559393232735694,5.340875588175264e-05,0.00456843244027803,0.16202800491723807,0.056618504634218476
0.00040994837174426123,0.00025356565462500685,0.08906773596482004,0.00014664981374874154,0.0006849611523899442,0.04337750695567001,0.7169415286810705
0.011645934878527794,0.001989119861113533,0.0003649214987357246,6.922052401535134e-05,0.0002727207990133903,0.5398090201437893,0.2981254190349531
0.00503241578838051,0.0003581153071452943,0.0005268906886578433,0.00030748466400148906,0.00038308422589545296,0.6437980714982614,0.6341190238863705
0.1108264461999585,0.0025043516717666936,0.0003942123747005616,0.00011473478793156182,0.00045424035328467253,0.06163522562694187,0.8244145321334202
0.0019550952328026235,0.0011151312663805581,0.00045402302511627274,0.003458286196608032,0.0005067633408642622,0.373302209499067,0.45844139563110153
0.0004344423385305717,0.0008583100511082645,0.16174168014328136,0.00011059541558780544,0.00035947797797702247,0.042487173969015614,0.8832464276927314
0.12086248014286925,0.528449562430337,0.0001184169414473792,6.249709786667708e-05,0.0009154878858259421,0.051893540152213494,0.06432796474853879
0.00104018481963211,0.0004886415305007911,0.9717673093811505,8.562542957931486e-05,0.00031269014920505685,0.0012259196956351508,0.021149833357053803
0.2780418420547025,0.0012056909707327708,0.0006107262851983644,0.00014911802734804438,0.000568421625523742,0.4370415699675522,0.12526293896887283
0.0003780956043014146,0.0004783069875162681,0.0008718755169540635,8.58342393804343e-05,0.0011519560420811463,0.19466470179371287,0.7867873649785273
0.0011770080365401054,0.000428333522154416,0.0006597776930963603,0.005922120944966826,0.009296362413199566,0.17706083308024068,0.35299196144096107
0.0006769183800152517,0.00027154542195628343,0.606076182547276,0.0001024106286262825,0.00018037174354806806,0.036794518986791064,0.20184413773796803
0.00020841534555079795,0.27607682076991164,0.0019597996737997507,0.00012531399770090553,0.004657567507694244,0.45315665384556186,0.2783743855610577
0.030213388426850493,0.014966533087797503,0.005107686506580012,0.00010337985692611229,0.004879213892116346,0.8020998722493856,0.042416886879713865
0.014364205726869732,0.0011094668237062403,0.0007898698067223554,0.00012234487111360392,0.0004550573088262938,0.01989776751577021,0.8718495249704719
0.00023075510904470138,0.0006771302197326851,0.007371221919369928,0.0013176022543420433,0.0009442509216950161,0.5507627994692991,0.7930415407536253
0.00016921491998938204,0.8843418742676212,0.0011193865001096945,0.00012069792885095905,0.0011230357495521223,0.15688139689107106,0.05061744031842717
0.0003240319709582709,0.004448653101084764,0.0011082801029863257,9.478184533044974e-05,0.0006669448230097444,0.3974344253802807,0.29065908274255164
0.018693569909294643,0.00015041126093411514,0.0066658757083653715,0.0001808029456831519,0.001813746381505935,0.22563896256276272,0.2576224048865808
0.0004449425239843377,0.0012790602196648718,0.7108701992284361,0.00012455972857718984,0.0008233008895788806,0.0394212762756465,0.14912205751168686
0.0006081526702073172,0.0005534678543834056,0.4549700010900865,0.00011148631165970259,0.0002824826582324757,0.02066085738839685,0.6916335514088926
0.05856889377361298,0.00030603696122052986,0.00034982458729552736,0.0008147405753838487,0.00015360918954258147,0.6035765969347445,0.16898486453109907
0.00030556980519470795,0.0003916941030359417,0.993007569132106,0.0001272810343549051,0.00017678859573784774,0.013902166917876296,0.0101723953409276
0.007900143506578916,0.015564558122396717,0.00032900549064434416,4.073450923524538e-05,0.0001158037914736027,0.8584448178479375,0.07006216940648691
0.016890574331824348,0.000563738026599687,0.0003482698723669178,0.0003748591276025196,0.0003128927090077121,0.8194501641217432,0.23819606349058373
0.0018152177776100528,0.0002505292073267265,0.0005419838782192537,0.9708651198457783,0.00030060026138995204,0.19003890204979826,0.06699372401041441
0.0009532606176993687,0.0050915123770921,0.7888544098382928,0.00017523411710040817,0.00031161285615860236,0.007775463670192512,0.2903504866802088
0.0007984477356823567,0.000390065481808599,0.00041262358615269136,0.6202347504561738,0.0009731210099699968,0.3950805903811474,0.1549146036298041
0.0030966859953767004,0.00025374062213563947,0.1075941449938748,0.0007937004958971188,0.00036652509592891567,0.9461096639061899,0.15436085727714596
0.00025382591180911145,0.000339787857820976,0.9227026055889669,0.00019175145411298437,0.00045921969805680054,0.004997172575955945,0.017765828256276796
0.005876525603936376,0.0003027744553565959,0.2272707322216256,0.0021952778137683884,0.0005985123809979898,0.12731617931777842,0.22516768376982338
0.0060971568450376564,0.0035690154219902913,0.0030170261741646128,0.0006488679850445135,0.0005766224572968454,0.23911592139117813,0.27250195412260925
0.0004370212215028212,0.00020245124863554271,0.0011866816506963466,0.9713247905567469,0.0012596415246375883,0.3555749067330996,0.09999682819786981
0.0018386154302164122,0.0004391344999351517,0.07110710493213752,0.0004954131382881373,0.0005800773558914673,0.8295076294538346,0.46488894500382116
0.012088538254557786,0.08683521508957709,0.0021834021792172605,6.57880745132725e-05,0.18225684343971088,0.09088794086972748,0.44275208867787347
0.8512395010392224,0.0005922304583731972,0.0035860261149557493,8.113336514047908e-05,0.0014376133033889454,0.011716021607097348,0.36376774005678747
0.1750901551563494,0.00491101528396262,0.004966471868433571,0.00011381862787675817,0.015339116468840105,0.021859803928566065,0.2899602010127018
0.004199009101293066,0.06961002090899837,0.004139676966730183,0.0006037115534074716,0.00021203191078406885,0.6293220165530664,0.11722870946678587
0.0029216650364538637,0.678811407206921,0.00022006228617536233,6.931723390587338e-05,0.00040027615092792145,0.34359898133224964,0.14533320032362648
0.6153904862634729,0.003032605723614844,0.02085124591417639,5.460691513022126e-05,0.0004930184312380736,0.09937680157665983,0.1561416514576038
0.0004637153258828964,0.0057500625749900575,0.0278744871729313,9.896042409748928e-05,0.0001699871052067889,0.5745309437618881,0.3441934391718813
0.0013167377301158908,0.0011451280153641566,0.0007671201233690583,0.0005448475406846391,0.013932725425238244,0.1697538362979767,0.5721719811514141
0.00034307611084777247,0.0005113974870084591,0.9928326542675863,8.112085631637085e-05,0.00033013413017659687,0.0021965253898143305,0.0125602044985579
0.00040200651269890416,0.0003885471214970999,0.9043916079522987,0.00023365046207361493,0.0002327218465543152,0.00796155156086224,0.028766482016491048
0.08263855919458615,0.0343785019251664,0.00018948410126911654,4.913565665199648e-05,0.007682033962610365,0.7626611681650378,0.1859301469775496
0.0005948710442983886,0.10015071255070707,0.002557567562054918,0.00013543042442450425,0.000427320426445121,0.15898727309828525,0.25578508992013266
0.061575343103923444,0.14159115829079255,0.0004368429761413444,7.331396173686379e-05,0.0011254954908159589,0.22491229700258142,0.06941819262981958
0.002055371114497057,0.022803685564932608,0.01077432119898097,0.0001244780339761366,0.003256851200118885,0.00533031365637107,0.16941232188107652
0.00018100042769120258,0.003027061547391946,0.0004811717036405565,0.0001394608766683857,0.00021316833749815948,0.841014801202827,0.14792576463454574
0.0006087309383879221,0.00029059324041278984,0.9915915576970102,0.00010298163488413582,0.00025341846658342033,0.0012539906399486747,0.023165577403318045
0.638408557714148,0.0020992857479156706,0.00026387550321219913,0.0005022932444946385,0.01130158263715346,0.631009507772819,0.1760941600075047
0.0003915859727733922,0.0005040211620407938,0.0011651719553737406,0.00015423340427762723,0.0001390269547241783,0.20581642958935362,0.6334653889105715
0.9439518425358652,0.0009246798901856548,0.00037845808491409103,5.66460199841481e-05,0.006803477684133347,0.015816530904419927,0.10667120494957814
0.0015780029028713096,0.28140872104293163,0.00033454622507066145,0.0014830761270085827,0.00011820464225162433,0.14207874867526926,0.10875719376185435
0.000676154603236865,0.00041095033396249496,0.9708259043794194,6.317464292791318e-05,0.000412534425416068,0.0033070023456249643,0.01163846158267607
